Annee;Nom du partenaire;N SIRET;Adresse;Code postal;Ville;Intitule de la demande;Appel a projets;Appel a projets Politique Ville;Montant demande;Montant vote par demande;Total vote en 2013;Fonctionnement;Subventions sur projet;Subventions d'equipement;Subventions sans nature specifiee;S-PR-Numero SIMPA;Financee/Non Financee
2013;AGECA, ASSOCIATION POUR LA GESTION D'UN CENTRE D'ANIMATION CULTURELLE;30048530700015;177 RUE DE CHARONNE;75011;PARIS;RENOUVELLEMENT POINT D'APPUI + FACILITER ACCES AUX SALLES AUX ASSOCIATIONS PARISIENNES;N;N;45000;30000;30000;30000;;;;6662;Financee
2013;Agir pour la diversite et contre les discriminations;48512828400026;13 RUE DES RIGOLES;75020;PARIS;Fonctionnement de la permanence L'Arbre a palabre;N;N;12500;12500;12500;12500;;;;61941;Financee
2013;AGIR POUR L'ENVIRONNEMENT;41932749900036;2 RUE DU NORD;75018;PARIS;Demande de subvention effectuee au titre de l?activite parisienne d?Agir pour l?Environnement;N;N;8000;8000;8000;8000;;;;8341;Financee
2013;alliance;44926901800031;115 RUE SAINT DOMINIQUE;75007;PARIS;11eme edition du Festival International du Film des Droits de l'Homme de Paris (FIFDH de Paris);N;N;27500;20000;20000;20000;;;;4201;Financee
2013;ALPHABET FAMILLES;43401389200014;9 RUE DE PALESTRO;75002;PARIS;Co-financement DPVI d'un poste Adulte-Relais- Convention n? 075 01 RT004 03;N;N;4706;4706;4706;4706;;;;12585;Financee
2013;AMICALE DES ANCIENS CONSEILLERS DE PARIS OU DE LA SEINE;50534550400011;9 PLACE DE L'H?TEL DE VILLE;75196;PARIS;Convention avec la ville de Paris et demande de subvention de fonctionnement;N;N;3000;3000;3000;3000;;;;49881;Financee
2013;ANDES DIFFUSION;41795127400022;27 RUE DE CHABROL;75010;PARIS;Manger autrement avec le quinoa;O;O;4000;;;;;;;5065;Non financee
2013;ANIMA'FAC;40856020900012;3 RUE ReCAMIER;75007;PARIS;Label Paris Europe 2013 - Projet Animafac : "Le 9 mai, c'est toute l'annee !";O;N;15000;;;;;;;50601;Non financee
2013;ANIMATION INSERTION ET CULTURE VELO AICV;40539566600036;38bis QUAI DE LA MARNE;75019;PARIS;Atelier velo solidaire;O;O;2000;;;;;;;567;Non financee
2013;AOUT-SECOURS-ALIMENTAIRE;42223954100036;57 RUE BOBILLOT;75013;PARIS;subvention sur les fonds du maire, mairie du 15e arrondissement;N;N;1000;1000;1000;1000;;;;22281;Financee
2013;ARBP ASSOCIATION RUNGIS BRILLAT PEUPLIERS;43432291300022;11 RUE DE LA FONTAINE a MULARD;75013;PARIS;PIQUE NIQUE des HABITANTS VOISINS;O;O;2000;;;;;;;6381;Non financee
2013;archipelia;43300654100026;17 RUE DES ENVIERGES;75020;PARIS;fonctionnement 2013;N;N;40650;;;;;;;18047;Non financee
2013;archipelia;43300654100026;17 RUE DES ENVIERGES;75020;PARIS;parcours linguistique vers l'emploi ancien accompagnement des femmes vers l'emploi;O;N;15000;20000;20000;;10000;;10000;18047;Financee
2013;Arcreation-Mot de Passe;34760476100028;110 RUE MONGE;75005;PARIS;20? Prevention des Conduites a risques a l'adolescence Violence agie ou subie,rupture echec scolaire;O;O;8000;2000;2000;;2000;;;16452;Financee
2013;ARIANA;48925534900032;15 RUE HELENE;75017;PARIS;RESIDENCE D'ARTISTES AU SEIN D'UN COLLEGE (appel a projets DASCO du 28.3.2013);O;N;30000;;;;;;;67173;Non financee
2013;ART AZO?;53216066000017;10 PASSAGE DE LA FONDERIE;75011;PARIS;ARE- Atelier fresque graffiti participative "les murs ont ta parole";O;N;19500;;;;;;;64902;Non financee
2013;Art-Exprim 18;43797111200044;89 RUE MARCADET;75018;PARIS;Appel a projet a destination des associations - SEGPA Berlioz - video plastique;O;N;6100;6100;6100;;6100;;;9971;Financee
2013;COORDINATION EAU ILE-DE-FRANCE;51833360400016;19 RUE MONUMENT;94300;VINCENNES;ARE : Ateliers citoyens, artistiques et interactifs ? les ateliers de l'eau vive ?;O;N;20289;;;;;;;74004;Non financee
2013;CRESCENDO;78481011100350;102 C RUE AMELOT;75011;PARIS;Fonctionnement courant de l?etablissement Charivari pour l?annee 2013;N;N;352642;314965;314965;314965;;;;9608;Financee
2013;CRESCENDO;78481011100350;102 C RUE AMELOT;75011;PARIS;Fonctionnement courant de l?etablissement Coccinelle pour l?annee 2013;N;N;113318;86206;86206;86206;;;;9608;Financee
2013;CRESCENDO;78481011100350;102 C RUE AMELOT;75011;PARIS;Fonctionnement courant de l?etablissement St Roch pour l?annee 2013;N;N;179835;162046;162046;162046;;;;9608;Financee
2013;DOJO KIKENTAI;51407756900010;145 AVENUE JEAN JAUReS;75019;PARIS;Appel a projet d'atelier d'animations des ecoles publiques parisiennes;O;N;7300;;;;;;;14506;Non financee
2013;Douane Culturelle;75163548300017;302 RUE CHARENTON;75012;PARIS;Le festival L'empereur Rouge;O;N;22847;;;;;;;102342;Non financee
2013;EDUC'HAND;53804671500016;5 AVENUE JEAN BOUIN;92130;ISSY LES MOULINEAUX;Convention d'objectif;N;N;15000;;;;;;;118021;Non financee
2013;EduKa-3000;52875606700013;2 RUE DES 3 ePIS;94370;SUCY EN BRIE;APPEL A PROJETS D?ATELIERS D?ANIMATION INNOVANTS, PLURIDISCIPLINAIRES ET LOCALISES POUR LES ENFANTS;O;N;27736;;;;;;;120221;Non financee
2013;Elan Interculturel;50459524000020;7 RUE GUILLAUME BERTRAND;75011;PARIS;Label Paris Europe 2013 - Le gout d'apprendre vient en mangeant - ALCE;O;N;6676;;;;;;;40981;Non financee
2013;ENTENTE SPORTIVE PETITS ANGES PARIS;44817286600015;54 RUE CLER;75007;PARIS;subvention de fonctionnement de l'association en convention collective;N;N;20000;20000;20000;20000;;;;18992;Financee
2013;La Maison des Fougeres;78935318200015;4 RUE DES FOUGeRES;75020;PARIS;INVESTISSEMENT DPVI - La Maison des Fougeres;N;N;46000;46000;46000;;;46000;;128781;Financee
2013;La SIERRA PROD;50790493600030;20 RUE CAMILLE FLAMMARION;75018;PARIS;Le Temps du Chantier, des memoires en construction;O;O;15000;7000;7000;3000;4000;;;8462;Financee
2013;Imagin'action - Compagnie du Regard;34833400400036;10 RUE DE LA SABLONNIeRE;91940;GOMETZ LE CHaTEL;ARE - Atelier de theatre d'improvisation IMPRO JUNIOR 75;O;N;21500;;;;;;;149361;Non financee
2013;Institut Alfred Fournier;78457063200017;25 BOULEVARD SAINT JACQUES;75014;PARIS;Subvention de fonctionnement suite a l'ouverture du Centre de sante Chemin Vert 75011;N;N;100000;80000;80000;80000;;;;67041;Financee
2013;Institut des Langues du Monde;75381301300012;53 AVENUE CHARLES DE GAULLE;92200;NEUILLY SUR SEINE;Cours de russe - ecole elementaire;O;N;5000;;;;;;;154984;Non financee
2013;INTERNATIONAL DREEMS ASSOCIATED I.D.A. DREEMS INTERNATIONAL ASSOCIES;33122252100022;2 ter PASSAGE DE CLICHY;75018;PARIS;AIDE AU PROJET DANSE OPENING NIGHT a vaudeville;N;N;10000;8000;8000;;8000;;;121601;Financee
2013;In-variances;78989117300013;76 RUE DE LA VERRERIE;75004;PARIS;IMPRUDENCES Festival 2013;N;N;10000;;;;;;;128161;Non financee
2013;JEUNESSE FEU VERT - FONDATION ROBERT STEINDECKER -(SECTION PREVENTION SPECIALISE PARIS);77569810300311;34 RUE DE PICPUS;75012;PARIS;VVV 2013 - sejour linguistique a Amsterdam;O;N;1020;;;;;;;226;Non financee
2013;JEUNESSE FEU VERT - FONDATION ROBERT STEINDECKER -(SECTION PREVENTION SPECIALISE PARIS);77569810300311;34 RUE DE PICPUS;75012;PARIS;VVV 2013- VACANCES POUR TOUS EN NORMANDIE;O;N;3500;;;;;;;226;Non financee
2013;KIOSQUORAMA;51421564900013;12 RUE OLIVIER MeTRA;75020;PARIS;Aide au festival Kiosquorama - DIRECTION DE LA JEUNESSE ET DES SPORTS (DJS);N;N;6000;4500;4500;;4500;;;30161;Financee
2013;LABORATOIRE PARIS REGION INNOVATION;51228464400025;24 RUE DE L'EST;75020;PARIS;subvention 2013 PARIS REGION LAB;N;N;1924000;60000;60000;;;;60000;68361;Financee
2013;LADO Polyphonie Russe;52840680400013;16 BOULEVARD CARNOT;93200;SAINT-DENIS;ARE_Atelier d'initiation au chant et musique du monde ARE_Apprendre le russe en chantant;O;N;4965;;;;;;;154821;Non financee
2013;la galerie du Haut-Pave;78426221400017;3 QUAI MONTEBELLO;75005;PARIS;soutenir la jeune creation artistique contemporaine;N;N;5000;4000;4000;4000;;;;21016;Financee
2013;L'Aire a Mots;42110284900013;99 BOULEVARD MAGENTA;75010;PARIS;VVV Sejour a Ouessant, objectif : decouverte du milieu et creation artistique/ecriture.;O;O;6000;;;;;;;12366;Non financee
2013;CENTRE EPINETTES FAMILLE INSERTION ACCUEIL CEFIA;39999069600037;102 RUE DE LA JONQUIeRE;75017;PARIS;Perfectionnement de la langue francaise sur ordinateur;O;O;3335;;;;;;;3001;Non financee
2013;Plaisir Auto-Elec Libre education;75255475800017;26 RUE DES EBISOIRES;78370;PLAISIR;ARE- Atelier Conduite de Voitures electriques avec telecommandes parentales.;O;N;28000;;;;;;;147361;Non financee
2013;PLATE-FORME POUR LE COMMERCE EQUITABLE;43901833400000;20 RUE DE ROCHECHOUART;75009;PARIS;DEMANDE DE SUBVENTION TRIANNUELLE Projet : Quinzaine du Commerce Equitable a Paris:2013 a 2015;N;N;20000;20000;20000;20000;;;;24741;Financee
2013;PLUS LOIN;39344280100048;4 RUE PAUL JEAN TOULET;75020;PARIS;Cellule d'aide aux projets et aux initiatives des jeunes;O;O;6000;3500;3500;;;;3500;13486;Financee
2013;POLE NORD - POLE SUD - EQUATEUR;48183828200012;12 RUE JEAN FERRANDI;75006;PARIS;Ecritures de la Terre, un livre numerique ecrit par des adolescents francophones;N;N;10000;;;;;;;14105;Non financee
2013;PROCHE ORIENT, CE QUE PEUT LE CINEMA;79102913500013;8 PASSAGE DE LA TOUR DE VANVES;75014;PARIS;Proche Orient, ce que peut le cinema;N;N;20000;10000;10000;10000;;;;131221;Financee
2013;PROJETS-19;42294844800044;9 RUE MATHIS;75019;PARIS;Couveuse epiceas;N;N;25000;10000;10000;10000;;;;11085;Financee
2013;FC AFRICA;44351375900011;15 RUE ST JUST;75017;PARIS;Fonctionnement du club de football fc Africa;N;N;1100;1100;1100;1100;;;;409;Financee
2013;FEDERATION ADDICTION;52904942100017;9 RUE DES BLUETS;75011;PARIS;Actions de prevention et de reperage des conduites a risque aupres des adolescents et leur famille.;N;N;10000;1000;1000;1000;;;;46621;Financee
2013;FEDERATION D'ASSOCIATIONS ET CENTRES D'EMIGRES ESPAGNOLS EN FRANCE;38495679300028;10 RUE CRISTINO GARCIA;93210;LA PLAINE SAINT DENIS;SENIORS, DES CITOYENS BIEN INFORMES;N;N;10000;4000;4000;4000;;;;19774;Financee
2013;Federation des Malades et Handicapes;44310673700010;58 RUE MERLIN;75011;PARIS;budget de fonctionnement 2013;N;N;10000;10000;10000;10000;;;;5526;Financee
2013;Federation des societes historiques et archeologiques de Paris et de l'Ile-de-France;33035723700024;60 RUE DES FRANCS-BOURGEOIS;75003;PARIS;Activites regulieres et publication des actes du XIIIe colloque d'histoire regionale;N;N;2000;1800;1800;1800;;;;56061;Financee
2013;Federation Etudiante pour une Dynamique Etudes et Emploi avec un Handicap;52502412100036;6 AVENUE PAUL APPELL;75014;PARIS;le programme PHARES : tutorat etudiants d'eleves handicapes parisiens scolarises en milieu ordinaire;N;N;20000;7500;7500;7500;;;;20532;Financee
2013;FEDERATION FRANCAISE DE DANSE COMITE REGIONAL DE DANSE ILE DE FRANCE FFD CRIDF;40062091000051;69/71 RUE AMELOT;75011;PARIS;Detection;N;N;8000;;;;;;;46125;Non financee
2013;FEDERATION FRANCAISE DE DANSE COMITE REGIONAL DE DANSE ILE DE FRANCE FFD CRIDF;40062091000051;69/71 RUE AMELOT;75011;PARIS;World Open 2013;N;N;20000;;;;;;;46125;Non financee
2013;Federation Musicale de Paris;53539036300013;40 RUE DES PEUPLIERS;75013;PARIS;Subvention annuelle de la Federation Musicale de Paris - animations des parcs et jardins de Paris;N;N;15000;8500;8500;8500;;;;28002;Financee
2013;FEMMES RELAIS 20eme;41403035300018;71 RUE DES AMANDIERS;75020;PARIS;Parler, Lire, Ecrire au quotidien (ASL);N;N;8290;;;;;;;19813;Non financee
2013;FONDATION CLAUDE POMPIDOU;77565779400019;42 RUE DU LOUVRE;75001;PARIS;subvnetion de fonctionnement;N;N;35000;30000;30000;30000;;;;5322;Financee
2013;Fondation Oeuvre de la Croix Saint-Simon;78480968300013;18 RUE DE LA CROIX SAINT-SIMON;75020;PARIS;Creche Familiale Sainte Amelie;N;N;293360;268390;268390;268390;;;;18170;Financee
2013;Fondation Sante des Etudiants de France;77568300600016;8 RUE DEUTSCH DE LA MEURTHE;75014;PARIS;Subvention d'aide a la pierre;N;N;800000;1000000;1000000;;;;1000000;150621;Financee
2013;Fonds pour les femmes en mediterranee;50525407800015;47 PLACE DU MILLeNAIRE;34000;MONTPELLIER;Programme de renforcement du mouvement des femmes:;N;N;7500;3000;3000;;3000;;;109781;Financee
2013;FORCE FEMMES;49106123000034;14 BOULEVARD DE DOUAUMONT;75017;PARIS;Appel a projets "Favoriser le retour a l?emploi des seniors parisiens";O;N;30000;30000;30000;30000;;;;162761;Financee
2013;FORUM DES IMAGES;33212365200023;1 PORTE ST EUSTACHE;75001;PARIS;ARE - ateliers "Mini-Pocket : Filme ton ecole" et " Un jeu, du cinema, des debats";O;N;281960;281960;281960;;;;281960;20373;Financee
2013;FOYER DE CHAILLOT-GALLIERA;78485727800013;28 AVENUE GEORGE V;75008;PARIS;Demande de subvention d'equipement pour l'annee 2013;N;N;15000;500;500;;;500;;15905;Financee
2013;Foyer International d'Accueil de Paris Jean Monnet;78457923700016;30 RUE CABANIS;75014;PARIS;Subvention de fonctionnement (Ville deParis) au titre de la jeunesse 2013;N;N;10000;8000;8000;8000;;;;19051;Financee
2013;FRANCE BENEVOLAT;45254113900013;127 RUE FALGUIeRE;75015;PARIS;Poursuite de la mise en place du programme "Solidages 21" sur Paris;N;N;10000;10000;10000;10000;;;;77341;Financee
2013;FRANCE TERRE D'ASILE - FTDA;78454750700433;24 RUE MARC SEGUIN;75018;PARIS;Dispositif de mise a l'abri des mineurs isoles etrangers - DMA Stendhal;N;N;1514000;;;;;;;55901;Non financee
2013;GOSPEL HEARTS;528081599;9 ALLEE DES PRIMEVeRES;92150;SURESNES;Echange culturel entre les chorales Gospel Hearts et G2G;N;N;5000;;;;;;;77021;Non financee
2013;Association La Metisse;42170542700043;123 RUE DE TOCQUEVILLE;75017;PARIS;residences artistiques a destination des artistes musiciens beneficiaires minima sociaux/issus ZUS;N;N;23000;;;;;;;20790;Non financee
2013;ASSOCIATION LOISIRS PLURIEL DE PARIS 19;48397234500035;20 RUE EDOUARD PAILLERON;75019;PARIS;Demande subvention service CAP'ADOS, loisirs et vacances pour adolescents en situation de handicap;N;N;50000;35000;35000;;;;35000;33001;Financee
2013;Association Mila;47821437200029;2 RUE ANDRe MESSAGER;75018;PARIS;Association Mila - Subvention 2013;N;N;30000;24000;24000;24000;;;;33422;Financee
2013;Association Nationale de Readaptation Sociale;77565950100149;17 RUE DU CHaTEAU D'EAU;75010;PARIS;Subvention pour le service d'insertion et de prevention des risques notamment prostitutionnels.;N;N;40000;40000;40000;;40000;;;26501;Financee
2013;Association nouvelle pour la promotion du flamenco en France;35366039200021;33 RUE DES VIGNOLES;75020;PARIS;Atelier scolaire "Initiation flamenca", decouverte du flamenco pour les primaires.;O;N;24000;;;;;;;20040;Non financee
2013;FNATH Association des Accidentes de la Vie;77639916400040;11 RUE DU CHEMIN VERT;75011;PARIS;Prevention pour la sante des jeunes enfants;N;N;4000;;;;;;;84261;Non financee
2013;FNATH Association des Accidentes de la Vie;77639916400040;11 RUE DU CHEMIN VERT;75011;PARIS;Subvention FNATH comite parisien 2013;N;N;20000;;;;;;;84261;Non financee
2013;Fondation Oeuvre de la Croix Saint-Simon;78480968300013;18 RUE DE LA CROIX SAINT-SIMON;75020;PARIS;La semaine du bien etre;O;O;4000;;;;;;;18170;Non financee
2013;Fonds pour les femmes en mediterranee;50525407800015;47 PLACE DU MILLeNAIRE;34000;MONTPELLIER;Fonctionnement courant de l?association pour l?annee 2013;N;N;7000;;;;;;;109781;Non financee
2013;FORUM D'ANIMATION DE CREATION D'EXPRESSION ET DE LOISIRS - (FORANIM);34325682200010;48 RUE BARGUE;75015;PARIS;Developpement du sport de loisir (plus particulierement seniors) avec integration des handicapes;N;N;5000;3600;3600;3600;;;;557;Financee
2013;GASSENDIANA;41764385500022;48 RUE DU PeRE CORENTIN;75014;PARIS;DEMANDE DE SUBVENTION ANNUELLE DE FONCTIONNEMENT;N;N;13500;9500;9500;9500;;;;16863;Financee
2013;GROOV'EN SCENE PROJET MUSICAL;48397629600028;67 RUE COMPANS;75019;PARIS;CONCERT ET ENREGISTREMENT D'UN CD;N;N;8600;3500;3500;;3500;;;4543;Financee
2013;ASSOCIATION LA DALLE AUX CHAPS;53381287100028;10 PLACE DU MAQUIS DU VERCORS;75020;PARIS;Subvention de fonctionnement;N;N;150000;150000;150000;150000;;;;59021;Financee
2013;ASSOCIATION NATIONALE POUR LE DEVELOPPEMENT DU SPORT (ANDS);31835392700029;146 RUE RAYMOND LOSSERAND;75014;PARIS;aide au budjet de fonctionnement pour la pousuite des des specificites sue la prevention, le sport f;N;N;5000;4500;4500;4500;;;;16338;Financee
2013;ASSOCIATION OLGA SPITZER;77565772900437;36 RUE CLAUDE DECAEN;75012;PARIS;SUBVENTION MEDIATION FAMILIALE;N;N;46650;47000;47000;47000;;;;10366;Financee
2013;ASSOCIATION PARIS XIII DES SPORTS SUR ROULETTES - (APSR 13);48997112700019;70 RUE DU JAVELOT;75013;PARIS;Assurer le fonctionnement courant du club de Roller Hockey pour la saison 2012-2013;N;N;30000;10000;10000;10000;;;;127;Financee
2013;association Paris Z'Est;49231982700019;8 RUE DU GeNeRAL RENAULT;75011;PARIS;Creer du lien social avec des professionnels de tout genres : musiciens, ecrivains, historien, .....;N;N;7000;;;;;;;16278;Non financee
2013;les ateliers de Natema;48876894600037;65 RUE DES HAIES;75020;PARIS;VVV Fant?mes, vampires, zombies and co;O;N;573;;;;;;;19350;Non financee
2013;LES ATHEVAINS;31142865000015;76 RUE FRANCOIS MIRON;75004;PARIS;Fonctionnement de l'association Les Athevains pour l'annee 2013;N;N;300000;200000;200000;200000;;;;22161;Financee
2013;LES AVATARS;52964498100019;96 RUE SAINT DENIS;75001;PARIS;ARE - Atelier Comedie Musicale;O;N;9327;;;;;;;27141;Non financee
2013;Les Chats d'eau;79106184900018;55 AVENUE D' ITALIE;75013;PARIS;Aide pour participer au raid humanitaire du 4L Trophy;N;N;1000;;;;;;;142624;Non financee
2013;Les complices de Nina;45046463100024;72 RUE EMILE ZOLA;94260;FRESNES;Subvention de l?amendement Bloche : Les Complices de Nina / Festival Les Plans d'avril;N;N;5000;5000;5000;5000;;;;20649;Financee
2013;Les Cris de Paris;44872832900021;14 RUE CAIL;75010;PARIS;Soutien aux activites pedagogiques, culturelles et artistiques developpees par Les Cris de Paris.;N;N;15000;10000;10000;10000;;;;61001;Financee
2013;LES GARDONS;34016394800045;15 RUE MONTGALLET;75012;PARIS;Subvention 2013 pour l'association de creche parentale "Les Gardons";N;N;95390;90621;90621;90621;;;;22501;Financee
2013;Les Lendemains d'Hier;49286587800010;87 RUE DE METZ;37000;TOURS;Concert du groupe Fumuj dans le cadre du Mois Extra Ordinaire;N;N;3000;3000;3000;;;;3000;31881;Financee
2013;Les Metamorphoses Singulieres;47997233300013;57 RUE DU FAUBOURG POISSONIeRE;75009;PARIS;Fonctionnement 2013 Grand Parquet;N;N;200000;185000;185000;185000;;;;20896;Financee
2013;Les Mille-Feuilles;53999978900016;26 RUE SAINT-LOUIS-EN-L'ISLE;75004;PARIS;subvention de fonctionnement 2013;N;N;2000;2000;2000;2000;;;;35941;Financee
2013;Les Orpailleurs;32731323500035;39 RUE MONGE;75005;PARIS;aide a la diffusion d'un spectacle choregraphique;N;N;5000;;;;;;;117841;Non financee
2013;Les Papillons Blancs de Paris - APEI 75;78441274400053;85 RUE LA FAYETTE;75009;PARIS;4eme edition d'Autour d'une scene;N;N;10000;;;;;;;20018;Non financee
2013;Les petits debrouillards Ile-de-France;42994326900028;2 RUE DE LA CL?TURE;75019;PARIS;Animations Pieds d'immeubles : Quartiers Nationale et Interne Loeb (Kellerman);O;O;7000;2000;2000;;2000;;;19670;Financee
2013;Les Poussins Terribles;75249612500010;24 RUE DU GeNeRAL FAIDHERBE;94130;NOGENT-SUR-MARNE;Marouchka et Molotoff;N;N;1500;;;;;;;21113;Non financee
2013;les P'tits Poulbots oeuvre des Gosses de la Butte de Montmartre;53097360100012;3 PLACE DU TERTRE;75018;PARIS;Compensation de la charge financiere creee par le montant d?un nouveau loyer.;N;N;4200;3700;3700;3700;;;;14665;Financee
2013;L'ETOILE DU NORD;32618492600011;16 RUE GEORGETTE AGUTTE;75018;PARIS;? Carre, cercle, triangle ? -Une danse a geometrie variable - L'art pour grandir;O;N;5000;5000;5000;;5000;;;16322;Financee
2013;L'ETOILE DU NORD;32618492600011;16 RUE GEORGETTE AGUTTE;75018;PARIS;Danse dans les squares !;O;O;2500;3000;3000;;3000;;;16322;Financee
2013;Liberation-Nord;79363044300018;18 RUE GEORGES BERNARD SHAW;75015;PARIS;subv de Fonctionnement;N;N;3500;3500;3500;3500;;;;26222;Financee
2013;L'IMPOSSIBLE;50446331600019;181 AVENUE JEAN JAUReS;75019;PARIS;Mise en place dans un immeuble d'un quartier CUCS , quartier Flandre (156 rue d'Aubervilliers - 19em;O;O;8000;;;;;;;13506;Non financee
2013;L'INITIATIVE;31402460500037;20 RUE BOURET;75019;PARIS;Demande de Subvention d'equipement;N;N;25000;;;;;;;20755;Non financee
2013;L'INTERLOQUE;44786352300059;7 RUE DE TRETAIGNE;75018;PARIS;Co-financement DPVI d'un poste Adulte -Relais Convention n?07504RT12102;N;N;4706;;;;;;;7881;Non financee
2013;MAINS AGILES;49171986000026;5 AVENUE DE LA PORTE DE VANVES;75014;PARIS;(Deja dans Astre 2012_07003) Fonds du Maire du 14e montant 1000 ? pour l'action "Carnaval";N;N;1000;1000;1000;;1000;;;13185;Financee
2013;Medecins du Monde;32101874900127;62 RUE MARCADET;75018;PARIS;Lotus Bus - promotion de la sante et des droits des femmes chinoises se prostituant a Paris;N;N;50000;50000;50000;;50000;;;20399;Financee
2013;solidarite Sorbonne;79165652300010;28 RUE DES PEUPLIERS;75013;PARIS;Label Paris Co-developpement Sud 2013 Dev. rural et soutien a la scolarisation de Colline Deslandes;O;N;15000;;;;;;;144101;Non financee
